"","Parameter","If other","Unit","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Inoculated / Contact","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Remarks","Reference","doi","Filled in by:"
"308","Latent period",NA,"reciprocal of the time (days) until exposed chicken begins shedding","Observational","Campylobacter",NA,"Poultry",NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,"Derived from the parameters used for the construction of a compartmental model of Campylobacter transmission in North American chicken flock","Plishka et al., 2021","10.1111/zph.12890","AA"
"309","Infectious period",NA,"days post infection",NA,"Campylobacter",NA,"Poultry",NA,NA,"0-14 days","slaughter at day 49",NA,NA,42,NA,NA,NA,"Day-of-hatch broiler chickens were separated from a flock in a local commercial farm, kept in isolation rooms, and esophageally inoculated with C. jejuni (5.5 × 107 to 5.4 × 108 CFU) at 0, 7, 14, 21, 28, and 35 days of age. The remaining chicks were placed on the farm. Fecal samples obtained from the birds with the experimental infection and those reared on the farm were monitored for C. jejuni. Cecal contents obtained on necropsy were also cultured. In chickens inoculated with C. jejuni at 0 to 14 days of age, fecal excretion of C. jejuni was not observed until 42 days of age, although the organism was recovered from the cecal contents of these birds. When chickens were inoculated at 21 to 35 days of age, C. jejuni was isolated from fecal samples 2 or 3 days after inoculation, and the birds continually shed the organism until they reached 49 days of age, with the maximal numbers of the organism ranging from 1.7 × 108 to 1.0 × 1010 CFU/g.","Yano et al., 2014","https://doi.org/10.4315/0362-028X.JFP-14-061","AA"
"310","Infectious period",NA,"days post infection",NA,"Campylobacter",NA,"Poultry",NA,NA,"21-35 days","slaughter at day 49",NA,NA,2.5,NA,NA,NA,"Day-of-hatch broiler chickens were separated from a flock in a local commercial farm, kept in isolation rooms, and esophageally inoculated with C. jejuni (5.5 × 107 to 5.4 × 108 CFU) at 0, 7, 14, 21, 28, and 35 days of age. The remaining chicks were placed on the farm. Fecal samples obtained from the birds with the experimental infection and those reared on the farm were monitored for C. jejuni. Cecal contents obtained on necropsy were also cultured. In chickens inoculated with C. jejuni at 0 to 14 days of age, fecal excretion of C. jejuni was not observed until 42 days of age, although the organism was recovered from the cecal contents of these birds. When chickens were inoculated at 21 to 35 days of age, C. jejuni was isolated from fecal samples 2 or 3 days after inoculation, and the birds continually shed the organism until they reached 49 days of age, with the maximal numbers of the organism ranging from 1.7 × 108 to 1.0 × 1010 CFU/g.","Yano et al., 2014","https://doi.org/10.4315/0362-028X.JFP-14-061","AA"
"311","Infectious period",NA,"days post infection",NA,"Campylobacter",NA,"Poultry",NA,NA,"35-49 days","slaughter at day 49",NA,NA,Inf,NA,NA,NA,"Day-of-hatch broiler chickens were separated from a flock in a local commercial farm, kept in isolation rooms, and esophageally inoculated with C. jejuni (5.5 × 107 to 5.4 × 108 CFU) at 0, 7, 14, 21, 28, and 35 days of age. The remaining chicks were placed on the farm. Fecal samples obtained from the birds with the experimental infection and those reared on the farm were monitored for C. jejuni. Cecal contents obtained on necropsy were also cultured. In chickens inoculated with C. jejuni at 0 to 14 days of age, fecal excretion of C. jejuni was not observed until 42 days of age, although the organism was recovered from the cecal contents of these birds. When chickens were inoculated at 21 to 35 days of age, C. jejuni was isolated from fecal samples 2 or 3 days after inoculation, and the birds continually shed the organism until they reached 49 days of age, with the maximal numbers of the organism ranging from 1.7 × 108 to 1.0 × 1010 CFU/g.","Yano et al., 2014","https://doi.org/10.4315/0362-028X.JFP-14-061","AA"
"312","Infectious period",NA,"days","Review","Classical Swine Fever",NA,"Pigs",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,"EFSA report CSF","EFSA AHAW, 2021","https://doi.org/10.2903/j.efsa.2021.6707","AA"
"313","Infectious period",NA,"days","Review","Classical Swine Fever",NA,"Pigs",NA,NA,NA,NA,NA,NA,25,NA,NA,NA,"EFSA report CSF","EFSA AHAW, 2021","https://doi.org/10.2903/j.efsa.2021.6707","AA"
"314","Latent period",NA,"days","Review","Classical Swine Fever",NA,"Pigs",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"EFSA report CSF","EFSA AHAW, 2021","https://doi.org/10.2903/j.efsa.2021.6707","AA"
"315","Shape",NA,NA,NA,"Classical Swine Fever",NA,"Pigs",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"EFSA report CSF","EFSA AHAW, 2021","https://doi.org/10.2903/j.efsa.2021.6707","AA"
"316","Shape",NA,NA,NA,"Classical Swine Fever",NA,"Pigs",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,"EFSA report CSF","EFSA AHAW, 2021","https://doi.org/10.2903/j.efsa.2021.6707","AA"
"317","Infectious period","shedding rate","days","Experimental field","Coxiella burnetii",NA,"Cattle",NA,NA,NA,NA,NA,NA,411,NA,NA,NA,"Shedding rate of bacteria in goats sheep cattle","Rodolakis et al., 2006","https://doi.org/10.3168/jds.2006-815","AA"
"318","Infectious period","shedding rate","days","Experimental field","Coxiella burnetii",NA,"Cattle",NA,NA,NA,NA,NA,NA,170,NA,NA,NA,"Shedding rate of bacteria in goats sheep cattle","Rodolakis et al., 2006","https://doi.org/10.3168/jds.2006-815","AA"
"319","Infectious period","shedding rate","days","Experimental field","Coxiella burnetii",NA,"Cattle",NA,NA,NA,NA,NA,NA,152,NA,NA,NA,"Shedding rate of bacteria in goats sheep cattle","Rodolakis et al., 2006","https://doi.org/10.3168/jds.2006-815","AA"
"320","Infectious period","shedding rate","days","Experimental field","Coxiella burnetii",NA,"Goats",NA,NA,NA,NA,NA,NA,112,NA,NA,NA,"Shedding rate of bacteria in goats sheep cattle","Rodolakis et al., 2006","https://doi.org/10.3168/jds.2006-815","AA"
"321","Infectious period","shedding rate","days","Experimental field","Coxiella burnetii",NA,"Goats",NA,NA,NA,NA,NA,NA,70,NA,NA,NA,"Shedding rate of bacteria in goats sheep cattle","Rodolakis et al., 2006","https://doi.org/10.3168/jds.2006-815","AA"
"322","Infectious period","Shedding",NA,"Experimental Stable","E. coli","O157:H7","Sheep",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,"The purpose of this study was to develop a sheep model to investigate reproduction, transmission, andshedding ofEscherichia coliO157:H7 in ruminants. In addition, we investigated the effect of diet change onthese parameters. Six groups of twin lambs given oral inoculations of 105or 109CFU ofE. coliO157:H7 andtheir nondosed mothers were monitored for colonization by culture of fecal samples. A modified selective-enrichment protocol that detectedE. coliO157:H7 at levels as low as 0.06 CFU per g of ovine feces wasdeveloped. Horizontal transmission of infection occurred between the lambs and most of the nondosedmothers.","Kudva et al., 1995","https://doi.org/10.1128/aem.61.4.1363-1370.1995","AA"
"323","Other","contact time to detection of resistant E. coli","days","Experimental Stable","E. coli","ciprofloxacin resistant","Pigs/Boars","SPF","Large white","7 weeks (start of experiment)",NA,NA,NA,2,NA,NA,NA,"An experimental trial was carried out to study the horizontal transmission of a fluoroquinolone-resistant Escherichia coli strain from inoculated to naïve pigs. All naïve contact pigs had positive counts of fluoroquinolone-resistant E. coli after only two days of contact.","Andraud et al., 2011","https://doi.org/10.1186%2F1297-9716-42-44","AA"
"324","Other","infectious dose","CFU","Review","E. coli","O157","Cattle",NA,NA,NA,NA,NA,NA,50,NA,NA,NA,"A Brief Overview of Escherichia coli O157:H7 and Its Plasmid O157","Lim et al., 2010","https://pubmed.ncbi.nlm.nih.gov/20134227","AA"
"325","Latent period",NA,"hours","Meta-analysis","E. coli",NA,"Cattle; sheep",NA,NA,"calves",NA,NA,NA,12,NA,NA,NA,NA,"EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA"
"326","Latent period",NA,"hours","Meta-analysis","E. coli",NA,"Cattle; sheep",NA,NA,"calves",NA,NA,NA,15,NA,NA,NA,NA,"EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA"
"327","Latent period",NA,"hours","Meta-analysis","E. coli",NA,"Cattle; sheep",NA,NA,"lambs",NA,NA,NA,12,NA,NA,NA,NA,"EFSA AHAW, 2022","https://doi.org/10.2903/j.efsa.2022.7311","AA"
"328","Infectious period",NA,"days","Review","E. coli",NA,"Cattle",NA,NA,"calves",NA,NA,NA,4,NA,NA,NA,"Several early models describing host–pathogen interaction have assumed that each individual host has approximately the same likelihood of becoming infected or of infecting others. More recently, a concept that has been increasingly emphasized in many studies is that for many infectious diseases, transmission is not homogeneous but highly skewed at the level of populations. In what became known as the ‘20/80 rule’, about 20% of the hosts in a population were found to contribute to about 80% of the transmission potential. These heterogeneities have been described for the interaction between many microorganisms and their human or animal hosts. Several epidemiological studies have reported transmission heterogeneities for Escherichia coli by cattle, a phenomenon with far-reaching agricultural, medical and public health implications. Focusing on E. coli as a case study, this paper will describe super-spreading and super-shedding by cattle, review the main factors that shape these transmission heterogeneities and examine the interface with human health.","Stein and Katz, 2017","https://doi.org/10.1093%2Ffemsle%2Ffnx050","AA"
"329","Infectious period",NA,"days","Review","E. coli",NA,"Cattle",NA,NA,"calves",NA,NA,NA,15,NA,NA,NA,"Several early models describing host–pathogen interaction have assumed that each individual host has approximately the same likelihood of becoming infected or of infecting others. More recently, a concept that has been increasingly emphasized in many studies is that for many infectious diseases, transmission is not homogeneous but highly skewed at the level of populations. In what became known as the ‘20/80 rule’, about 20% of the hosts in a population were found to contribute to about 80% of the transmission potential. These heterogeneities have been described for the interaction between many microorganisms and their human or animal hosts. Several epidemiological studies have reported transmission heterogeneities for Escherichia coli by cattle, a phenomenon with far-reaching agricultural, medical and public health implications. Focusing on E. coli as a case study, this paper will describe super-spreading and super-shedding by cattle, review the main factors that shape these transmission heterogeneities and examine the interface with human health.","Stein and Katz, 2017","https://doi.org/10.1093%2Ffemsle%2Ffnx050","AA"
"330","Infectious period",NA,NA,"Experimental Stable","Foot and Mouth Disease",NA,"Pig",NA,NA,NA,NA,NA,"Not vaccinated",6.5,5.7,7.3,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.

Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008","https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"331","Infectious period",NA,NA,"Experimental Stable","Foot and Mouth Disease",NA,"Pig",NA,NA,NA,"7 dpi",NA,"FMDV 3ug O Taiwan 3/97 or O Manisa 146S antigen",5.3,4.7,6,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.

Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008","https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"332","Infectious period",NA,NA,"Experimental Stable","Foot and Mouth Disease",NA,"Pig",NA,NA,NA,"7 dpi",NA,"FMDV 3ug O Taiwan 3/97 or O Manisa 146S antigen; 4 fold vaccine",2.3,0.9,5.7,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.

Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008","https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"333","Infectious period",NA,NA,"Experimental Stable","Foot and Mouth Disease","O/NET2001","Sheep",NA,"mixed","10 weeks (aprx)",NA,"Yes","O1 Manisa purified antigen double oil emulsion",21.11,10.6,42.1,NA,"quantified virus transmission by performing experiments with FMD virus strain O/NET/2001 in groups of lambs. We used six groups of four lambs each, in which half of each group was inoculated and the other half was contact-exposed. To quantify the effectiveness of a single vaccination we also included six groups of four lambs each, vaccinated with O Manisa vaccine, 14 days prior to inoculation. Oropharyngeal fluid was obtained with a swab (OPF-swab), and blood samples were collected daily to determine virus excretion and serological response. We calculated the transmission rate β (the number of new infections per day per infectious animal), and the reproduction ratio R (the number of secondary infections caused by one infectious individual). The mean daily virus excretion and the number of days the lambs excreted virus in the OPF differed significantly between vaccinated and non-vaccinated lambs.","Orsel et al., 2007","https://doi.org/10.1016/j.vaccine.2006.11.048","AA"
"334","Other","incubation","days","Review","Foot and Mouth Disease","O; Asia; A","Cattle",NA,NA,NA,NA,NA,NA,3.6,2.7,4.8,NA,"The objective of the current study was to update parameterization of mathematical simulation models for foot-and-mouth disease (FMD) spread in cattle utilizing recent knowledge of FMD virus (FMDV) pathogenesis and infection dynamics to estimate the duration of distinct phases of FMD. Specifically, the durations of incubation, latent, and infectious periods were estimated for 3 serotypes (O, Asia1, and A) of FMDV, individually and collectively (pan-serotypic). Animal-level data were used in Accelerated Failure Time (AFT) models to estimate the duration of the defined phases of infection, while also investigating the influence of factors related to the experimental design (exposure methods) and virus serotype on disease progression.","Yadav et al., 2019","https://doi.org/10.3389%2Ffvets.2019.00263","AA"
"335","Infectious period","subclinical","days","Review","Foot and Mouth Disease","O; Asia; A","Cattle",NA,NA,NA,NA,NA,NA,2.2,1.5,3.5,NA,"The objective of the current study was to update parameterization of mathematical simulation models for foot-and-mouth disease (FMD) spread in cattle utilizing recent knowledge of FMD virus (FMDV) pathogenesis and infection dynamics to estimate the duration of distinct phases of FMD. Specifically, the durations of incubation, latent, and infectious periods were estimated for 3 serotypes (O, Asia1, and A) of FMDV, individually and collectively (pan-serotypic). Animal-level data were used in Accelerated Failure Time (AFT) models to estimate the duration of the defined phases of infection, while also investigating the influence of factors related to the experimental design (exposure methods) and virus serotype on disease progression.","Yadav et al., 2019","https://doi.org/10.3389%2Ffvets.2019.00263","AA"
"336","Infectious period","clinical","days","Review","Foot and Mouth Disease","O; Asia; A","Cattle",NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,"The objective of the current study was to update parameterization of mathematical simulation models for foot-and-mouth disease (FMD) spread in cattle utilizing recent knowledge of FMD virus (FMDV) pathogenesis and infection dynamics to estimate the duration of distinct phases of FMD. Specifically, the durations of incubation, latent, and infectious periods were estimated for 3 serotypes (O, Asia1, and A) of FMDV, individually and collectively (pan-serotypic). Animal-level data were used in Accelerated Failure Time (AFT) models to estimate the duration of the defined phases of infection, while also investigating the influence of factors related to the experimental design (exposure methods) and virus serotype on disease progression.","Yadav et al., 2019","https://doi.org/10.3389%2Ffvets.2019.00263","AA"
"337","Infectious period","total","days","Review","Foot and Mouth Disease","O; Asia; A","Cattle",NA,NA,NA,NA,NA,NA,10.8,8.2,14.2,NA,"The objective of the current study was to update parameterization of mathematical simulation models for foot-and-mouth disease (FMD) spread in cattle utilizing recent knowledge of FMD virus (FMDV) pathogenesis and infection dynamics to estimate the duration of distinct phases of FMD. Specifically, the durations of incubation, latent, and infectious periods were estimated for 3 serotypes (O, Asia1, and A) of FMDV, individually and collectively (pan-serotypic). Animal-level data were used in Accelerated Failure Time (AFT) models to estimate the duration of the defined phases of infection, while also investigating the influence of factors related to the experimental design (exposure methods) and virus serotype on disease progression.","Yadav et al., 2019","https://doi.org/10.3389%2Ffvets.2019.00263","AA"
"338","Latent period",NA,"days","Review","Foot and Mouth Disease","O; Asia; A","Cattle",NA,NA,NA,NA,NA,NA,1.5,1.1,2.1,NA,"The objective of the current study was to update parameterization of mathematical simulation models for foot-and-mouth disease (FMD) spread in cattle utilizing recent knowledge of FMD virus (FMDV) pathogenesis and infection dynamics to estimate the duration of distinct phases of FMD. Specifically, the durations of incubation, latent, and infectious periods were estimated for 3 serotypes (O, Asia1, and A) of FMDV, individually and collectively (pan-serotypic). Animal-level data were used in Accelerated Failure Time (AFT) models to estimate the duration of the defined phases of infection, while also investigating the influence of factors related to the experimental design (exposure methods) and virus serotype on disease progression.","Yadav et al., 2019","https://doi.org/10.3389%2Ffvets.2019.00263","AA"
"339","Infectious period",NA,"hours","Experimental Stable","Foot and Mouth Disease","A24 Cruzeiro","Pigs","Castrated male","Yorkshire",NA,"30kg",NA,NA,32,NA,NA,NA,"In the current investigation, the potential for transmission of foot-and-mouth disease virus (FMDV) during the incubation (preclinical) period of infection was investigated in seven groups of pigs that were sequentially exposed to a group of donor pigs that were infected by simulated-natural inoculation. Contact-exposed pigs were comingled with infected donors through successive 8-h time slots spanning from 8 to 64 h post-inoculation (hpi) of the donor pigs. The transition from latent to infectious periods in the donor pigs was clearly defined by successful transmission of foot-and-mouth disease (FMD) to all contact pigs that were exposed to the donors from 24 hpi and later. This onset of infectiousness occurred concurrent with detection of viremia, but approximately 24 h prior to the first appearance of clinical signs of FMD in the donors. Thus, the latent period of infection ended approximately 24 h before the end of the incubation period.","Stenfeldt et al., 2016","https://doi.org/10.3389%2Ffvets.2016.00105","AA"
"340","Latent period",NA,"hours","Experimental Stable","Foot and Mouth Disease","A24 Cruzeiro","Pigs","Castrated male","Yorkshire",NA,"30kg",NA,NA,24,NA,NA,NA,"In the current investigation, the potential for transmission of foot-and-mouth disease virus (FMDV) during the incubation (preclinical) period of infection was investigated in seven groups of pigs that were sequentially exposed to a group of donor pigs that were infected by simulated-natural inoculation. Contact-exposed pigs were comingled with infected donors through successive 8-h time slots spanning from 8 to 64 h post-inoculation (hpi) of the donor pigs. The transition from latent to infectious periods in the donor pigs was clearly defined by successful transmission of foot-and-mouth disease (FMD) to all contact pigs that were exposed to the donors from 24 hpi and later. This onset of infectiousness occurred concurrent with detection of viremia, but approximately 24 h prior to the first appearance of clinical signs of FMD in the donors. Thus, the latent period of infection ended approximately 24 h before the end of the incubation period.","Stenfeldt et al., 2016","https://doi.org/10.3389%2Ffvets.2016.00105","AA"
"341","Latent period",NA,NA,"Experimental Stable","Foot and Mouth Disease","A24 Cruzeiro","Pigs","Castrated male","Yorkshire",NA,"30kg",NA,NA,32,NA,NA,NA,"In the current investigation, the potential for transmission of foot-and-mouth disease virus (FMDV) during the incubation (preclinical) period of infection was investigated in seven groups of pigs that were sequentially exposed to a group of donor pigs that were infected by simulated-natural inoculation. Contact-exposed pigs were comingled with infected donors through successive 8-h time slots spanning from 8 to 64 h post-inoculation (hpi) of the donor pigs. The transition from latent to infectious periods in the donor pigs was clearly defined by successful transmission of foot-and-mouth disease (FMD) to all contact pigs that were exposed to the donors from 24 hpi and later. This onset of infectiousness occurred concurrent with detection of viremia, but approximately 24 h prior to the first appearance of clinical signs of FMD in the donors. Thus, the latent period of infection ended approximately 24 h before the end of the incubation period.","Stenfeldt et al., 2016","https://doi.org/10.3389%2Ffvets.2016.00105","AA"
"342","Other","incubation","days","Experimental Stable","Foot and Mouth Disease","A24 Cruzeiro","Pigs","Castrated male","Yorkshire",NA,"30kg",NA,NA,1,NA,NA,NA,"In the current investigation, the potential for transmission of foot-and-mouth disease virus (FMDV) during the incubation (preclinical) period of infection was investigated in seven groups of pigs that were sequentially exposed to a group of donor pigs that were infected by simulated-natural inoculation. Contact-exposed pigs were comingled with infected donors through successive 8-h time slots spanning from 8 to 64 h post-inoculation (hpi) of the donor pigs. The transition from latent to infectious periods in the donor pigs was clearly defined by successful transmission of foot-and-mouth disease (FMD) to all contact pigs that were exposed to the donors from 24 hpi and later. This onset of infectiousness occurred concurrent with detection of viremia, but approximately 24 h prior to the first appearance of clinical signs of FMD in the donors. Thus, the latent period of infection ended approximately 24 h before the end of the incubation period.","Stenfeldt et al., 2016","https://doi.org/10.3389%2Ffvets.2016.00105","AA"
"343","Other","incubation","days","Experimental Stable","Foot and Mouth Disease","A24 Cruzeiro","Pigs","Castrated male","Yorkshire",NA,"30kg",NA,NA,3,NA,NA,NA,"In the current investigation, the potential for transmission of foot-and-mouth disease virus (FMDV) during the incubation (preclinical) period of infection was investigated in seven groups of pigs that were sequentially exposed to a group of donor pigs that were infected by simulated-natural inoculation. Contact-exposed pigs were comingled with infected donors through successive 8-h time slots spanning from 8 to 64 h post-inoculation (hpi) of the donor pigs. The transition from latent to infectious periods in the donor pigs was clearly defined by successful transmission of foot-and-mouth disease (FMD) to all contact pigs that were exposed to the donors from 24 hpi and later. This onset of infectiousness occurred concurrent with detection of viremia, but approximately 24 h prior to the first appearance of clinical signs of FMD in the donors. Thus, the latent period of infection ended approximately 24 h before the end of the incubation period.","Stenfeldt et al., 2016","https://doi.org/10.3389%2Ffvets.2016.00105","AA"
"344","Infectious period",NA,NA,"Experimental Stable","Foot and Mouth Disease","FMDV Asia-1 TUR/11/2000","Cattle","Dairy",NA,"6-7 months","Raised on Dutch dairy farms",NA,NA,5.5,4.5,6.7,NA,"o quantify the contribution of a contaminated environment to the transmission of FMDV, this study used calves that were not vaccinated and calves that were vaccinated 1 week prior to inoculation with the virus in direct and indirect contact experiments. In direct contact experiments, contact calves were exposed to inoculated calves in the same room. In indirect contact experiments, contact calves were housed in rooms that previously had held inoculated calves for three days (either from 0 to 3 or from 3 to 6 days post inoculation). Secretions and excretions from all calves were tested for the presence of FMDV by virus isolation; the results were used to quantify FMDV transmission. This was done using a generalized linear model based on a 2 route (2R, i.e. direct contact and environment) SIR model that included information on FMDV survival in the environment. The study shows that roughly 44% of transmission occurs via the environment, as indicated by the reproduction ratio Rˆ02Renvironment that equalled 2.0, whereas the sum of Rˆ02Rcontact and Rˆ02Renvironment equalled 4.6. Because vaccination 1 week prior to inoculation of the calves conferred protective immunity against FMDV infection, no transmission rate parameters could be estimated from the experiments with vaccinated calves.","Bravo de Rueda et al., 2015","https://doi.org/10.1186%2Fs13567-015-0156-5","AA"
"345","Infectious period","environment",NA,"Experimental Stable","Foot and Mouth Disease","FMDV Asia-1 TUR/11/2000","Cattle","Dairy",NA,"6-7 months","Raised on Dutch dairy farms",NA,NA,4.3,3.6,5.2,NA,"o quantify the contribution of a contaminated environment to the transmission of FMDV, this study used calves that were not vaccinated and calves that were vaccinated 1 week prior to inoculation with the virus in direct and indirect contact experiments. In direct contact experiments, contact calves were exposed to inoculated calves in the same room. In indirect contact experiments, contact calves were housed in rooms that previously had held inoculated calves for three days (either from 0 to 3 or from 3 to 6 days post inoculation). Secretions and excretions from all calves were tested for the presence of FMDV by virus isolation; the results were used to quantify FMDV transmission. This was done using a generalized linear model based on a 2 route (2R, i.e. direct contact and environment) SIR model that included information on FMDV survival in the environment. The study shows that roughly 44% of transmission occurs via the environment, as indicated by the reproduction ratio Rˆ02Renvironment that equalled 2.0, whereas the sum of Rˆ02Rcontact and Rˆ02Renvironment equalled 4.6. Because vaccination 1 week prior to inoculation of the calves conferred protective immunity against FMDV infection, no transmission rate parameters could be estimated from the experiments with vaccinated calves.","Bravo de Rueda et al., 2015","https://doi.org/10.1186%2Fs13567-015-0156-5","AA"
"346","Infectious period","unvaccinated",NA,"Experimental Stable","Foot and Mouth Disease","O Taiwan (3/97)","Pig",NA,NA,NA,"four dose vaccine",NA,NA,6.5,5.7,7.3,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008","https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
